,Label,System,X,Y,Name,NameText,ActiveWorld,Description,ButtonLabel,Map,ExitMap,Scale,PlanetRotation,RingColor,OrbitRing,SystemLevelType,PlanetLevelType,Event,EventCondition,EventFunction,EventParameter,EventTransition,EventTransitionParameter,EventMessage,VisibleConditional,VisibleFunction,VisibleParameter,UsableConditional,UsableFunction,UsableParameter,UsablePlanetConditional,UsablePlanetFunction,UsablePlanetParameter,ImageIndex,Shader,Horizon_Atmosphere_Intensity,Horizon_Atmosphere_Falloff,Bump_Amount,Atmosphere_Min,Atmosphere_Tile_U,Atmosphere_Tile_V,Atmosphere_Pan_Multiplier,Emissive_Twinkle_Multiplier,Normal_Map_Tile,City_Emissive_Tile,ContinentMask01,ContinentMask02,Continent_Texture,Ocean_Texture,AtmosphereMaster,City_Emissive,Normal_Map,Atmosphere_ColorR,Atmosphere_ColorG,Atmosphere_ColorB,Atmosphere_ColorA,Atmosphere_MixerR,Atmosphere_MixerG,Atmosphere_MixerB,Atmosphere_MixerA,Beach_ColorR,Beach_ColorG,Beach_ColorB,Beach_ColorA,City_Emissive_ColorR,City_Emissive_ColorG,City_Emissive_ColorB,City_Emissive_ColorA,City_Emissive_MixerR,City_Emissive_MixerG,City_Emissive_MixerB,City_Emissive_MixerA,Continent_ColorR,Continent_ColorG,Continent_ColorB,Continent_ColorA,Continent_Color_AltR,Continent_Color_AltG,Continent_Color_AltB,Continent_Color_AltA,Continent_Mask_MixerR,Continent_Mask_MixerG,Continent_Mask_MixerB,Continent_Mask_MixerA,Continent_Mask_Mixer02R,Continent_Mask_Mixer02G,Continent_Mask_Mixer02B,Continent_Mask_Mixer02A,Continent_Texture_MixerR,Continent_Texture_MixerG,Continent_Texture_MixerB,Continent_Texture_MixerA,Horizon_Atmosphere_ColorR,Horizon_Atmosphere_ColorG,Horizon_Atmosphere_ColorB,Horizon_Atmosphere_ColorA,Landmass_MixerR,Landmass_MixerG,Landmass_MixerB,Landmass_MixerA,Ocean_ColorR,Ocean_ColorG,Ocean_ColorB,Ocean_ColorA,Ocean_Color_AltR,Ocean_Color_AltG,Ocean_Color_AltB,Ocean_Color_AltA,Ocean_Texture_MixerR,Ocean_Texture_MixerG,Ocean_Texture_MixerB,Ocean_Texture_MixerA,Silt_ColorR,Silt_ColorG,Silt_ColorB,Silt_ColorA,SunColor0,SunColor1,SunColor2,Brightness0,Brightness1,Brightness2,Fringe_Bloom,Opacity,Corona_ColorR,Corona_ColorG,Corona_ColorB,Corona_ColorA
52,Planet07,14,0.84,0.44,166666,Metallic Asteroid,90307,166667,138062,-1,0,1,0,-1,0,1,2,DisAsteroid,0,0,1,0,0,,1,975,1,1,974,1,1,1505,1,70,,19,1,0.55,0,1,1,0,0.03,1,1,GXM_ContinentMask01,GXM_DiffuseMask01,GXM_DiffuseMask01,GXM_DiffuseMask01,GXM_Atmosphere01,GXM_ContinentMask02,GXM_PlanetNormal01,0.8,1.3,1.3,1,1,0.1,2,1,0.1,0.15,0.13,1,0,0,0,1,1,0,0,1,0.04,0.7,0.05,1,0.02,0.04,0.02,1,1,0,0,0,0,1,1,0,1,0,0,0,0.173439,0.4,0.9,1,0.2,0.7,0.1,1,0.014311,0.022013,0.067725,1,0.026549,0.61907,0.071761,1,0,0,5,0,0.05,0.1,0.9,1,-1,-1,-1,0,0,0,0,0,0,0,0,1
53,Planet01,15,0.26,0.34,165490,MSV Ontario,90401,171226,156697,102,0,1,0,-1,0,1,2,Land,0,0,1,0,0,,0,4890,1,0,4890,1,0,4890,0,76,,0,1,0,0,1,1,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,1
54,Planet02,15,0.39,0.41,166216,Tunshagon,90402,166217,,-1,0,5.4,0,-1,1,0,1,,0,0,1,0,0,,1,974,1,1,974,1,1,975,1,-1,GXM_Planet_036,20,2,0,0.1,1,0.2,1.05,0.03,1,1,BIOA_GXM10_T.GXM_ContinentMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_Atmosphere01,BIOA_GXM10_T.GXM_ContinentMask02,BIOA_GXM10_T.GXM_PlanetNormal01,20,20,20,0,1,1,0,0,0.022013,0.049433,0.020951,0,0,0,0,0,1,0,0,1,0.20471,0.302126,0.136099,0,0.271577,0.618686,0.694081,0,0.263175,0.263175,0.263175,0,0.004116,0.004116,0.004116,0,0.9743,0.9743,0.9743,0,0.009696,0.044553,0.007751,0,0.215764,0.215764,0.215764,0,0.991393,0.991393,0.991393,0,0.20836,0.687031,0.687031,0,0.9743,0.9743,0.9743,0,0.012664,0.016988,0.078057,0,9887217,15786647,9887217,50,0.01,50,0,1,0.907547,0.708298,0.334458,0
55,Planet03,15,0.58,0.13,166218,Juntauma,90403,166219,138062,-1,0,4.6,0,-1,1,0,1,Juntauma,0,0,1,0,0,,1,974,1,1,974,1,1,1426,1,-1,GXM_Planet_038,4,0.7,0,0.3,1,1,1.2,0.03,1,1,BIOA_GXM10_T.GXM_ContinentMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_Atmosphere01,BIOA_GXM10_T.GXM_ContinentMask02,BIOA_GXM10_T.GXM_PlanetNormal01,5,1,0.35,0,1,1.5,1,0,0.1,0.15,0.13,1,0,0,0,1,1,0,0,1,0.899385,0.737205,0.358654,0,0.02,0.04,0.02,1,1,1,1,0,0,1,1,0,1,0,0,0,0.907547,0.7593,0.38891,0,0.2,0.7,0.1,1,0.899385,0.737205,0.358654,0,0.026549,0.61907,0.071761,1,0.899385,0.737205,0.358654,0,0.899385,0.737205,0.358654,0,9887217,5787928,9887217,100,10,100,0,1,0.907547,0.708298,0.334458,0
56,Planet04,15,0.91,0.73,166220,Nepneu,90404,166221,138062,-1,0,4.3,0,-1,1,0,1,Nepneu,0,0,1,0,0,,1,974,1,1,974,1,1,1427,1,-1,GXM_Planet_101,8,1,0.55,0,1,1,0.96,0,1,0,BIOA_GXM10_T.GXM_ContinentMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_Atmosphere02,BIOA_GXM10_T.GXM_ContinentMask02,BIOA_GXM10_T.GXM_PlanetNormal01,1,0.280124,0.21952,0,0.645555,0.645555,1,0,0.891262,0.535642,0.259027,0,0.505433,1,0.517401,0,1,0,0,1,0.00456,0.00456,0.038473,0,0.499505,0.242796,0.163641,0,0.6,6,0.2,0,9,2,0.3,0,0.348865,0.348865,0.348865,0,0.625345,0.378676,0.259027,0,2,0,15,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,14084077,13696509,8828874,20,1,100,0,2,0.851252,0.47044,0.147998,0
57,Planet05,15,0.68,0.4,135761,Asteroid Belt,90405,,,-1,0,0.01,0,-1,2,0,0,,0,0,1,0,0,,1,975,1,1,975,1,1,975,1,-1,,19,1,0.55,0,1,1,0,0.03,1,1,GXM_ContinentMask01,GXM_DiffuseMask01,GXM_DiffuseMask01,GXM_DiffuseMask01,GXM_Atmosphere01,GXM_ContinentMask02,GXM_PlanetNormal01,0.8,1.3,1.3,1,1,0.1,2,1,0.1,0.15,0.13,1,0,0,0,1,1,0,0,1,0.04,0.7,0.05,1,0.02,0.04,0.02,1,1,0,0,0,0,1,1,0,1,0,0,0,0.173439,0.4,0.9,1,0.2,0.7,0.1,1,0.014311,0.022013,0.067725,1,0.026549,0.61907,0.071761,1,0,0,5,0,0.05,0.1,0.9,1,-1,-1,-1,0,0,0,0,0,0,0,0,1
58,Planet06,15,0.7,0.43,166684,Rocky Asteroid,90406,166685,138062,-1,0,1,0,-1,0,1,2,FarinataAsteroid,0,0,1,0,0,,1,975,1,1,974,1,1,1506,1,70,,19,1,0.55,0,1,1,0,0.03,1,1,GXM_ContinentMask01,GXM_DiffuseMask01,GXM_DiffuseMask01,GXM_DiffuseMask01,GXM_Atmosphere01,GXM_ContinentMask02,GXM_PlanetNormal01,0.8,1.3,1.3,1,1,0.1,2,1,0.1,0.15,0.13,1,0,0,0,1,1,0,0,1,0.04,0.7,0.05,1,0.02,0.04,0.02,1,1,0,0,0,0,1,1,0,1,0,0,0,0.173439,0.4,0.9,1,0.2,0.7,0.1,1,0.014311,0.022013,0.067725,1,0.026549,0.61907,0.071761,1,0,0,5,0,0.05,0.1,0.9,1,-1,-1,-1,0,0,0,0,0,0,0,0,1
59,Planet07,15,0.24,0.3,135761,Asteroid Belt,90407,,,-1,0,0.01,0,-1,2,0,0,,0,0,1,0,0,,1,975,1,1,975,1,1,975,1,-1,,19,1,0.55,0,1,1,0,0.03,1,1,GXM_ContinentMask01,GXM_DiffuseMask01,GXM_DiffuseMask01,GXM_DiffuseMask01,GXM_Atmosphere01,GXM_ContinentMask02,GXM_PlanetNormal01,0.8,1.3,1.3,1,1,0.1,2,1,0.1,0.15,0.13,1,0,0,0,1,1,0,0,1,0.04,0.7,0.05,1,0.02,0.04,0.02,1,1,0,0,0,0,1,1,0,1,0,0,0,0.173439,0.4,0.9,1,0.2,0.7,0.1,1,0.014311,0.022013,0.067725,1,0.026549,0.61907,0.071761,1,0,0,5,0,0.05,0.1,0.9,1,-1,-1,-1,0,0,0,0,0,0,0,0,1
60,Planet01,16,0.31,0.5,165671,Chohe,90601,165672,136217,30,0,4.6,0,-1,1,0,1,Land,0,0,1,0,0,,1,974,1,1,974,1,1,974,1,29,GXM_Planet_301,2,2,0.55,0,1,1,1.05,0.03,0,1,BIOA_GXM10_T.GXM_ContinentMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_Atmosphere02,BIOA_GXM10_T.GXM_ContinentMask02,BIOA_GXM10_T.GXM_PlanetNormal01,2,2,7,0,0,5,1,0,0.037029,0.032876,0.016988,0,0,0,0,1,1,0,0,1,0.348865,0.659224,0.991393,0,0.075926,0.065754,0,0,5,0.2,0.25,0,0,0.2,0,0,0.297653,0.819964,0.965815,0,0.348865,0.659224,0.991393,0,6,2,3,1,0.000638,0.002263,0.166872,0,0.348865,0.659224,0.991393,0,1,1,1,0,0.031551,0.031551,0.031551,0,14084077,13696509,8828874,20,0.5,100,0,5,0.121986,0.442323,1,0
61,Planet02,16,0.6,0.56,165861,Zayarter,90602,165862,138062,-1,0,4.4,0,-1,1,0,1,Zayarter,0,0,1,0,0,,1,974,1,1,974,1,1,1428,1,-1,GXM_Planet_274,2,5,0.55,0,1,1,1.1,0,0,0,BIOA_GXM10_T.GXM_ContinentMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_Atmosphere02,BIOA_GXM10_T.GXM_ContinentMask02,BIOA_GXM10_T.GXM_PlanetNormal01,0.694081,0.493616,0.436813,0,1,9,1,0,0.012664,0.006585,0.002263,0,1,0.948965,0.442323,0,1,0,0,1,0.751895,0.659224,0.499505,0,0.071761,1,1,0,2,0.9,0.024223,0,0.6,11,0,0,1,1,1,0,0.612066,0.442323,0.447871,0,3,0.019918,0.193972,1,0.007155,0.022013,0.230998,0,0.013473,0.082414,0.144972,0,1,1,1,0,0.008373,0.044553,0.254916,0,16108711,11985144,5272203,50,0.1,100,0,2,0.851252,0.47044,0.147998,0
62,Planet03,16,0.29,0.32,165863,Xamarri,90603,165864,,-1,0,4.7,0,-1,1,0,1,,0,0,1,0,0,,1,974,1,1,974,1,1,975,1,-1,GXM_Planet_266,0,0.5,0.5,0,1,1,1,0.03,1,1,BIOA_GXM10_T.GXM_ContinentMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_Atmosphere02,BIOA_GXM10_T.GXM_ContinentMask02,BIOA_GXM10_T.GXM_PlanetNormal02,0,0,0,0,0,0,0,0,0.093876,0.329729,0.481952,0,0,0,0,0,0,0,0,0,0.708298,0.819964,0.867136,0,0.038473,0.166872,0.238828,0,1,2,0.2,0,0,0,0,0,0.027755,0.113921,0.170138,0,0,0,0,0,0,0.9,0.8,0,0.2468,0.487765,0.605484,0,0.017936,0.084642,0.119264,0,0.579547,0.737205,0.804559,0,0.585973,0.737205,0.812242,0,8295659,8828874,8295659,0,0.5,10,0,2,0.080219,0.173439,0.267358,0
63,Planet04,16,0.44,0.11,165865,Faringor,90604,165866,138062,-1,0,4.8,0,-1,1,0,1,Faringor,0,0,1,0,0,,1,974,1,1,974,1,1,1429,1,-1,GXM_Planet_289,0,1,1,0,1,1,1,0,0.8,2,BIOA_GXM10_T.GXM_Atmosphere02,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_Atmosphere02,BIOA_GXM10_T.GXM_ContinentMask03,BIOA_GXM10_T.GXM_PlanetNormal01,0.774227,0.965815,0.965815,0,0,2,0,0,1,1,1,0,1,0.715466,0.378676,0,1,1,1,0,0.409826,0.7593,1,0,1,1,1,0,28,20,22,0,0.2,0.2,0,0,1,1,1,0,0.348865,0.45908,0.476177,0,0.2,0.5,0.3,1,0.005028,0.010398,0.041452,0,0.086901,0.632043,0.819964,0,1,1,1,0,0.573159,0.9743,1,0,7390192,11985144,12697734,0,0.2,20,0,1,0.766744,0.487765,0.68002,0
64,Planet05,16,0.87,0.22,165867,Treyarmus,90605,165868,,-1,0,5.9,0,-1,1,0,1,,0,0,1,0,0,,1,974,1,1,974,1,1,975,1,-1,GXM_Planet_151,10,1,0.1,0.2,1,0.2,1.1,0.03,1,1,BIOA_GXM10_T.GXM_ContinentMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_Atmosphere02,BIOA_GXM10_T.GXM_ContinentMask02,BIOA_GXM10_T.GXM_PlanetNormal01,2,1,3,0,2,2,2,0,0.031551,0.020951,0.015175,0,0,0,0,1,1,0,0,1,0,0.001963,0.065754,0,0.612066,0.722673,0.7593,0,0.06,0.06,9,0,0.093876,0.22331,0.25084,0,0.476177,0.476177,0.476177,0,0.907547,0.722673,0.63878,0,1,0.8,0.3,1,0.039947,0.039947,0.039947,0,0.242796,0.061907,0.010398,0,0.425905,0.425905,0.425905,0,0.031551,0.013473,0.013473,0,8295659,1065133377,8295659,10,2,10,0,5,0.121986,0.442323,1,0
65,Planet06,16,0.32,0.22,135761,Asteroid Belt,90606,,,-1,0,0.01,0,-1,2,0,0,,0,0,1,0,0,,1,975,1,1,975,1,1,975,1,-1,,19,1,0.55,0,1,1,0,0.03,1,1,GXM_ContinentMask01,GXM_DiffuseMask01,GXM_DiffuseMask01,GXM_DiffuseMask01,GXM_Atmosphere01,GXM_ContinentMask02,GXM_PlanetNormal01,0.8,1.3,1.3,1,1,0.1,2,1,0.1,0.15,0.13,1,0,0,0,1,1,0,0,1,0.04,0.7,0.05,1,0.02,0.04,0.02,1,1,0,0,0,0,1,1,0,1,0,0,0,0.173439,0.4,0.9,1,0.2,0.7,0.1,1,0.014311,0.022013,0.067725,1,0.026549,0.61907,0.071761,1,0,0,5,0,0.05,0.1,0.9,1,-1,-1,-1,0,0,0,0,0,0,0,0,1
66,Planet01,17,0.73,0.23,165663,Trebin,90701,165664,136217,20,0,3.8,0,-1,1,0,1,Land,0,0,1,0,0,,1,974,1,1,974,1,1,974,1,23,GXM_Planet_246_,4,1,0,0,1,1,0,0.009,0.6,2,BIOA_GXM10_T.GXM_ContinentMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_Atmosphere01,BIOA_GXM10_T.GXM_ContinentMask03,BIOA_GXM10_T.GXM_PlanetNormal01,0.907547,0.891262,0.541798,0,0.476177,0.476177,0.476177,0,0.019918,0.037029,0.041452,0,0.111299,1,0.605484,0,0,0,0,0,0.288816,0.042987,0.026549,0,1,1,1,0,33,4,15,0,0.6,0.6,0.06,0,0.511398,0.511398,0.511398,0,0.505433,0.43134,0.297653,0,5,8,6,1,0.560499,0.348865,0.259027,0,1,0.74453,0.20836,0,0.7593,0.7593,0.7593,0,0.144972,0.084642,0,0,8295659,13164222,8295659,100,2,50,0,5,0.121986,0.442323,1,0
67,Planet02,17,0.6,0.58,165818,Ageko,90702,165819,,-1,0,4,0,-1,1,0,1,,0,0,1,0,0,,1,974,1,1,974,1,1,975,1,-1,GXM_Planet_168,3,1,0.63,1,1,1,0,0.02,0.6,1,BIOA_GXM10_T.GXM_ContinentMask04,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_Atmosphere02,BIOA_GXM10_T.GXM_ContinentMask02,BIOA_GXM10_T.GXM_PlanetNormal02,0.201096,0.254916,0.259027,0,2.3e-05,2.3e-05,2.3e-05,0,0.271577,0.91575,0.592438,0,0.722673,0.47044,0.271577,0,0.4743,0.4743,0.6043,0,0.293216,0.329729,0.263175,0,0.394083,0.523443,0.819964,0,1,1,1,0,0,0,5,0,0.9743,0.9743,0.9743,0,0.585973,0.579547,0.659224,0,0,1.2,0,1,0.022013,0.011881,0.007751,0,0.420508,0.612066,0.605484,0,0.982826,0.982826,0.982826,0,1,0.859174,0.004116,0,16108711,13482467,13482467,50,0,50,0.02,6,0.071761,0.130352,0.21952,0
68,Planet03,17,0.39,0.33,165820,Edmos,90703,165821,138062,-1,0,5.3,0,-1,1,0,1,Edmos,0,0,1,0,0,,1,974,1,1,974,1,1,1430,1,-1,GXM_Planet_176,4,1,0,0.5,1,0.3,1.1,0,1,0,BIOA_GXM10_T.GXM_ContinentMask04,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_Atmosphere02,BIOA_GXM10_T.GXM_ContinentMask02,BIOA_GXM10_T.GXM_PlanetNormal01,0.38891,0.859174,0.632043,0,2,2,2,0,0.082414,0.003697,0.003697,0,1,0.645555,0.378676,0,2,2,2,0,0.000107,0.019918,0.000175,0,0.625345,0.891262,0.344026,0,3.5,0.5,0.7,0,2,0.3,0,0,0.948965,0.948965,0.948965,0,0.311181,0.659224,0.63878,0,0,0.5,0,1,0.007155,0.012664,0.014311,0,0.254916,0.302126,0.302126,0,0,0.65237,0.65237,0,0.078057,0.091518,0.113921,0,8295659,13482467,13482467,50,0,50,0.02,6,0.071761,0.130352,0.21952,0
69,Planet04,17,0.24,0.45,165822,Ploba,90704,165823,138062,-1,0,5.9,0,-1,1,0,1,Ploba,0,0,1,0,0,,1,974,1,1,974,1,1,1431,1,-1,GXM_Planet_167,7,1,0,0.2,1,0.2,0.98,0.02,0.7,1,BIOA_GXM10_T.GXM_ContinentMask04,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_Atmosphere03,BIOA_GXM10_T.GXM_ContinentMask02,BIOA_GXM10_T.GXM_PlanetNormal02,3,2,5,0,1,1,3,0,0.028991,0.017936,0.010398,0,0.722673,0.47044,0.271577,0,0,0,0,0,0.487765,0.201096,0.035614,0,0.170138,0.063815,0.030257,0,8,0.2,0.6,0,0,0,0,0,0.9743,0.9743,0.9743,0,0.535642,0.493616,0.425905,0,2,0.3,0.5,1,0.43134,0.154152,0.015175,0,0.409826,0.673049,0.63878,0,1,1,1,0,0.020951,0.022013,0.025371,0,8295659,1070763795,13482467,50,2,50,0.02,6,0.071761,0.130352,0.21952,0
70,Planet05,17,0.25,0.83,165824,Vemal,90705,165825,138062,-1,0,4.7,0,-1,1,0,1,Vemal,0,0,1,0,0,,1,974,1,1,974,1,1,1432,1,-1,GXM_Planet_238,11,1,0,0,1,1,1.1,0,0.7,0,BIOA_GXM10_T.GXM_ContinentMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_Atmosphere03,BIOA_GXM10_T.GXM_ContinentMask03,BIOA_GXM10_T.GXM_PlanetNormal02,0.2,0.2,0.2,0,0.4,0.1,1,0,0.016988,0.005522,0.001433,0,1,0.573159,0.166872,0,4,4,4,0,0.008373,0.015175,0.007751,0,0.020951,0.03423,0.035614,0,5,0.02,150,0,0.6,0.6,0.06,0,1,1,1,0,0.493616,0.425905,0.315763,0,1,8,4,1,0.049433,0.130352,0.111299,0,0.56681,0.535642,0.271577,0,1,1,1,0,0.035614,0.023104,0.011126,0,7390192,11985144,5272203,0,1,400,0,2,0.965815,0.65237,0.43134,0
71,Planet06,17,0.22,0.08,165826,Hunidor,90706,165827,,-1,0,4.3,0,-1,1,0,1,,0,0,1,0,0,,1,974,1,1,974,1,1,975,1,-1,GXM_Planet_149,3,1,1,0,1,1,1.05,0.03,0.8,1,BIOA_GXM10_T.GXM_ContinentMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_Atmosphere02,BIOA_GXM10_T.GXM_ContinentMask02,BIOA_GXM10_T.GXM_PlanetNormal01,0.378676,0.585973,1,0,0,0,0.2,0,0.344026,0.63878,0.63878,0,0,0,0,1,1,0,0,1,0.344026,0.63878,0.63878,0,0.027755,0.547994,0.722673,0,0.06,0.06,9,0,0.093876,0.22331,0.25084,0,0.9743,0.9743,0.9743,0,0.133209,0.573159,1,0,2,1,0.6,1,0.144972,0.481952,0.481952,0,0,0.046149,0.111299,0,1,1,1,0,0.344026,0.63878,0.63878,0,8295659,10669819,13482467,100,1,100,0,2,0.080219,0.173439,0.267358,0
72,Planet01,18,0.68,0.3,135828,Virmire,100101,138072,136217,4,0,4.7,0,-1,1,0,1,Land,0,0,1,0,0,,1,1008,1,1,1008,1,1,699,1,3,GXM_Planet_021,2,3,0,0,2,1,1.1,0.03,1,1,BIOA_GXM10_T.GXM_ContinentMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_Atmosphere03,BIOA_GXM10_T.GXM_ContinentMask02,BIOA_GXM10_T.GXM_PlanetNormal01,10,10,20,0,0,0,0.5,0,0.585973,0.45908,0.176774,0,0,0,0,1,1,0,0,1,0.073828,0.254916,0.056374,0,0.166872,0.116576,0.022013,0,1.5,1,0.2,0,1,1,0,0,1,2,1,0,0.000992,0.186989,0.353741,0,0.5,0.8,0.3,0,0.000805,0.173439,0.38891,0,0.183549,0.687031,0.737205,0,1,0,1,0,0.183549,0.687031,0.737205,0,14217470,11395836,684966,1,1.5,20,0,5,0.121986,0.442323,1,0
73,Planet02,18,0.37,0.45,166185,Jarfor,100102,166186,,-1,0,5.1,0,-1,1,0,1,,0,0,1,0,0,,1,974,1,1,974,1,1,975,1,-1,GXM_Planet_030,2,4,0,0,1,0.2,1.04,0.03,1,0,BIOA_GXM10_T.GXM_ContinentMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_Atmosphere01,BIOA_GXM10_T.GXM_ContinentMask02,BIOA_GXM10_T.GXM_PlanetNormal01,5,15,20,0,1,1,1,0,0.071761,0.151058,0.061907,0,0,0,0,1,1,0,0,1,0.74453,0.891262,0.481952,0,0.827726,0.63878,0.353741,0,0.859174,0.859174,0.859174,0,0.212044,0.212044,0.212044,0,0.737205,0.052842,0.060032,0,0.737205,0.420508,0.176774,0,0.399293,0.399293,0.399293,1,0.011126,0.027755,0.014311,0,0.000638,0.084642,0.067725,0,0.982826,1,1,0,0.000367,0.025371,0.000367,0,14059911,10272387,14059911,0.2,0.02,5,0,2,0.851252,0.47044,0.147998,0
74,Planet03,18,0.45,0.32,166191,Nemata,100103,166192,,-1,0,4.5,0,-1,1,0,1,,0,0,1,0,0,,1,974,1,1,974,1,1,975,1,-1,GXM_Planet_073,8,1,0,0.3,1,1,0.97,0,1,0,BIOA_GXM10_T.GXM_ContinentMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_Atmosphere03,BIOA_GXM10_T.GXM_ContinentMask03,BIOA_GXM10_T.GXM_PlanetNormal01,0.95737,0.618686,0.254916,0,1,0.3,2.2,0,0.008373,0.082414,0.060032,0,1,0.43134,0.133209,0,1,0.378676,0.044553,0,0.673049,0.144972,0.007751,0,1,0.948965,0.378676,0,2,0.3,1,0,0.8,0.2,4,0,1,1,1,0,0.511398,0.511398,0.499505,0,0.3,0.4,0.3,1,0.03423,0.111299,0.080219,0,0.394083,0.851252,0.645555,0,1,1,1,0,0.096266,0.024223,0.008373,0,8295659,13482467,13482467,50,0.5,50,0,1,0.907547,0.708298,0.334458,0
75,Planet04,18,0.16,0.59,166193,Cloroplon,100104,166194,,-1,0,5.2,0,-1,1,0,1,,0,0,1,0,0,,1,974,1,1,974,1,1,975,1,-1,GXM_Planet_070,8,1,0,0,1,1,1.1,0.03,1,1,BIOA_GXM10_T.GXM_ContinentMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_Atmosphere01,BIOA_GXM10_T.GXM_ContinentMask02,BIOA_GXM10_T.GXM_PlanetNormal01,0.25084,0.560499,1,0,0.25084,0.25084,0.25084,0,0.293216,0.632043,0.101145,0,0,0,0,1,1,0,0,1,0.95737,0.645555,0.170138,0,1,0.020951,0.001433,0,0.541798,0.541798,0.541798,0,0.051122,0.030257,0.000262,0,0.9743,1,0.186989,0,0.948965,0.835528,0.812242,0,0.1,0.1,0,1,0.425905,0.560499,0.121986,0,0.000805,0.001687,0.001687,0,0,0,0,0,0.12753,0.523443,0.063815,0,8295659,1073079207,16108711,40,0.2,50,5,3,0.399293,0.190463,0.003303,0
